palavra,frequencia_total
est.18.fig.i,1
ligaõ,1
erit,1
linguado,1
fibula,1
surales,1
gastrocnemii,1
gastrocnemii.est.18.fig.i,1
suraes,1
dominaçaõ,1
adiacentes,1
lusitanum,1
attenuado,1
debilitados,1
attendermos,1
refresco,1
reforça,1
alentaõ,1
exceptuados,1
decimo,1
nono,1
secto,1
flexo,1
finuosidade,1
tornozelo,1
t8,1
pedium,1
estensor,1
desaseis,1
moverá,1
pése,1
malleolo,1
fixura,1
plata,1
unindo,1
destribuido,1
coagulavel,1
iympha,1
rigidez,1
servindo-lhes,1
afimentos,1
nea,1
sanguie,1
guiarnos,1
mereçaõ,1
athleticos,1
inadequado,1
decimosexto,1
decimoterceiro,1
cincos,1
undecimo,1
delrey,1
ando,1
perguntou,1
enlevado,1
monarcha,1
cuydado,1
buscava,1
arrojava,1
pegava,1
pensoẽs,1
isentava,1
fausto,1
cynico,1
diogenes,1
arrouches,1
affligio,1
atègora,1
reformado,1
ensina-se,1
seguidos,1
censuraram,1
refeiçoẽs,1
espirituoaos,1
ale,1
cerveja,1
pasteis,1
jeléas,1
nata,1
fiuidos,1
canarias,1
cervejas,1
macedonia,1
ver-se-há,1
energia,1
mãdo,1
heroe,1
curteza,1
qualificado,1
reaes,1
diademas,1
augustos,1
cargos,1
veneraõ,1
magestades,1
respeytaõ,1
verdadeyramente,1
documento,1
achalla,1
muyto,1
occaso,1
caminhasse,1
muyta,1
sydenham,1
considerar-mos,1
contindado,1
ili,1
infermidades,1
deixar-se,1
escreveó,1
profissaõ,1
arnot,1
passemos,1
superioridade,1
acharmos,1
collocase,1
accelera,1
glanduloso,1
anfractuosos,1
sezes,1
particularidades,1
substitue,1
candura,1
professar,1
inclytos,1
throno,1
illuminados,1
prevaleceo,1
expurgar,1
primeyro,1
distinguisse,1
magoa,1
elogio,1
criticar,1
adstriçaõ,1
lesa,1
effeituadas,1
ordenadas,1
citadas,1
desuniram,1
astronomia,1
mudaraõ,1
queixaraõ,1
apparecendo,1
campanudo,1
estrondoso,1
pesssoa,1
foraô,1
innovaçoẽs,1
oppondo-se,1
acostumados,1
pertendido,1
disputas,1
imputaçoẽs,1
aggravadas,1
julguem,1
gratos,1
suggerem,1
entretem,1
convida,1
associaçoes,1
conversaçoẽs,1
gaber,1
arejados,1
telheiros,1
pensar,1
dovem,1
fataes,1
insensibilidade,1
sacrificio,1
feyto,1
cuidadosamente,1
goza,1
visitalo,1
inquietado,1
mandaraõ-lhe,1
condecendido,1
abster,1
exporia,1
assersam,1
confirmaram,1
destribuicoens,1
intenções,1
descarregada,1
evacuativo,1
anodyno,1
laxante,1
soluta,1
diagnosticos,1
sofre,1
levaria,1
selhei,1
acon,1
famado,1
abafada,1
desapprovaram,1
hal,1
atormentadissima,1
chòques,1
recorresse,1
conselharaõ-lhe,1
mantiveraõ,1
albe,1
enviar,1
colonia,1
socotorà,1
mandara,1
produicçoẽs,1
incumbido,1
ediçoens,1
composeram,1
fez-se-lhe,1
acompanhasse,1
ajudante,1
paralysia,1
estabecer,1
loefling,1
successores,1
czar,1
manteve,1
ducados,1
despendeo,1
incorporar,1
obrigaram,1
endurecesse,1
reteve,1
alhea,1
magnifico,1
erudiçaõ,1
ennobreceraõ,1
honraraõ,1
espasmos,1
compleiçoes,1
consumpçoẽs,1
violentas,1
attacados,1
fequentemente,1
freguezes,1
ssim,1
hortus,1
caracterisar,1
subministrem,1
approvada,1
derramàraõ,1
labyrinyo,1
presentam,1
guardou,1
directas,1
invectivas,1
puras,1
respostas,1
browal,1
repetio,1
abecedario,1
comparava,1
rejeitou,1
vastidam,1
desprezáraõ,1
appelei,1
proposera,1
dict,1
promessas,1
conduziraõ,1
buscáraõ,1
respido,1
grào,1
disse-me,1
incommodidade,1
escolhendo,1
pallacio,1
vassalos,1
protegia,1
promovem,1
protecçaõ,1
forskohl,1
carneiros,1
betacom,1
moderasse,1
sobrinho,1
enviou,1
elrey,1
cendescendencia,1
incommodadas,1
produzirem,1
sino,1
occasionando,1
equivalentes,1
guardasse,1
severamente,1
criticado,1
presidente,1
despido,1
esgotou,1
séguito,1
supprimindo,1
recrearem,1
incommodos,1
tendencia,1
occasionar,1
satisfacçaõ,1
alegrar,1
attribuirmos,1
insomnolencia,1
ser-lhes,1
pref,1
pervicacia,1
filhozes,1
occultaçam,1
fundando,1
compilando,1
differio,1
lugubre,1
apressados,1
communicar-nos,1
mostrassem,1
tomalo,1
pertubadas,1
espamodicas,1
attacadas,1
softrem,1
embrulhamento,1
involuntario,1
descomposto,1
sulfurado,1
oytava,1
renasceo,1
historico,1
tardaram,1
augusta,1
restabeleceo,1
vandelli,1
robuctas,1
laboriosa,1
sobria,1
ser-lhe,1
receberem,1
deixára,1
restituindo,1
entremedias,1
redundantia,1
universalmente,1
acordou,1
quietação,1
adormece,1
formense,1
hyacinthos,1
confeição,1
fecundaçam,1
cammerario,1
roboraram,1
sexus,1
epigenesistas,1
cryptog,1
cl,1
expos,1
ebulição,1
vivacidade,1
testimunhavaõ,1
bilioso,1
queixe,1
encontrar-se,1
desmente,1
confundissem,1
esperur,1
desprezivel,1
habitamos,1
preciosidades,1
pertinacia,1
admittiraõ,1
moeller,1
bénneman,1
esprayàraõ,1
reprehender,1
ponderado,1
narração,1
inexhaurivel,1
esquecernos,1
inferencias,1
607-611,1
61-64,1
ingen-housz,1
affluvios,1
guardandose,1
imaginaõ,1
ensoberbecer,1
reflexaõ,1
resistio,1
desfariaõ,1
presumiaõ,1
expéllir,1
monro,1
bradley,1
blair,1
logan,1
wolfio,1
gakenholtz,1
waldchmid,1
greoffroy,1
possint,1
institui,1
usariaõ,1
resolvèaõ,1
louvoires,1
partibus,1
constitui,1
disserere,1
hic,1
helmstad,1
heliconias,1
poeta,1
lucrecio,1
embriagante,1
soporifera,1
cheirar,1
vèzes,1
experimentar,1
prostamento,1
varredades,1
reimpressa,1
acometerà,1
aliviem,1
provocarà,1
tiesse,1
atrevesse,1
concurrencia,1
applaudida,1
mungido,1
sasugem,1
anhas,1
afiligisse,1
comparationes,1
sum,1
dicturus,1
genitales,1
istis,1
leibnitz,1
brunswick,1
calylino,1
falhado,1
sedativos,1
paralytico,1
expirou,1
paralyticas,1
descarnados,1
ischiaticos,1
restado,1
seguio-se,1
edimb,1
musculari,1
actione,1
germinarão,1
inangurale,1
tentamen,1
smith,1
dambourney,1
laines,1
communiquent,1
france,1
indigènes,1
végétaux,1
teintures,1
d'expériences,1
cim,1
purgaràõ,1
irritaràõ,1
replicaráõ,1
quicá,1
ue,1
citar,1
pesou,1
evaporada,1
tado,1
destillei,1
possuem,1
encontre,1
fom,1
abortamento,1
tubingia,1
sexu,1
epistola,1
physiologista,1
occultou,1
purgante,1
africanos,1
arcebisbo,1
sandoval,1
velasco,1
anatome,1
contemporaneo,1
vivificantes,1
illustrisstrissimo,1
chefe,1
illuminou,1
jacob,1
rudolpho,1
assentir,1
hesitou,1
reprove,1
crea,1
practicavaõ,1
destinam,1
instruir-nos,1
consista,1
mencionarei,1
conclusoẽs,1
properties,1
377,1
referem,1
citada,1
tranfacçaõ,1
abandôno,1
especieiros,1
droguistas,1
clinico,1
cirurgioẽs,1
perdaõ,1
valerosos,1
desanima,1
rebentavam,1
expusesse,1
estendesse,1
philological,1
nehemias,1
produzirse,1
esparzido,1
simptoma,1
tossia,1
antepondo,1
emprezas,1
compadece,1
timbre,1
restringio,1
produzissem,1
operaçam,1
esparzirem,1
perspicacia,1
soffreraõ,1
indisposiçaõ,1
evitando,1
imparcialmente,1
supposiçoẽs,1
adoptaõ,1
argum,1
var,1
waldsmick,1
potu,1
hannemane,1
cozelas,1
assar,1
irritaraõ,1
corrosidade,1
exaltaraõ,1
referveraõ,1
calurosos,1
bebi,1
fructiferos,1
masculo,1
algemas,1
decerto,1
calidissimo,1
exercitais,1
communicarvos,1
explicou,1
restauraram,1
idiopathia,1
concebido,1
ficarei,1
tomeis,1
patrocinio,1
defendida,1
contrariedade,1
desapprovaraõ,1
preoccuparaõ,1
diffetes,1
tomavaõ,1
deversificando,1
rigoroso,1
temporoẽs,1
preparalas,1
millington,1
daniel,1
saussure,1
bonnet,1
leuvenhoek,1
adiantaram,1
plantara,1
barbaria,1
indias,1
i597,1
vivaõ,1
quantia,1
ganhaõ,1
baratos,1
careza,1
magnolias,1
inetter,1
obtidas,1
entretidas,1
germinado,1
regará,1
estraguem,1
precizavaõ,1
naturalizados,1
habituem,1
abrigadoiros,1
medraõ,1
perguntado,1
decernir,1
tropico,1
aggravado,1
sentindose,1
vellicão,1
macha,1
destinçoens,1
incerta,1
mero,1
fazera,1
resudaçaõ,1
pulmonares,1
transfundem,1
feldmand,1
spicata,1
machas,1
chamavaõ,1
fympathicamente,1
amontoão,1
semealas,1
diminuilla,1
algu͂a,1
antagonista,1
dizerlhe,1
ajudava,1
ellie,1
floridanum,1
illicium,1
advirtirei,1
sect,1
companion,1
traveller,1
naturalist,1
instrucçoẽs,1
molestava,1
offendese,1
chamaedris,1
consentir,1
conjecturaes,1
occupavam,1
justiça,1
hydropisia,1
bottes,1
industriosos,1
devidas,1
sans,1
habilitado,1
homicidio,1
subministrada,1
vendeo,1
intellectuaes,1
nenhu͂a,1
sostida,1
victima,1
celebridade,1
soberania,1
portos,1
paços,1
deprezo,1
i786,1
au,1
substituer,1
peut,1
qu'on,1
buchoz,1
theezantem,1
francus,1
1684,1
suscitou,1
viajou,1
protegido,1
noruega,1
embayxador,1
estanque,1
tsubáqui,1
equivocas,1
251,1
differirem,1
sueca,1
lagerstom,1
trazidos,1
descobrimentos,1
julgaraõ,1
pizassem,1
prevalecer,1
professava,1
rapidos,1
smolandia,1
iysimachia,1
semeado,1
îles,1
ephemerides,1
mentzel,1
cleyer,1
refutassem,1
éspecie,1
brabante,1
dinamarquez,1
antifrebiles,1
rozen,1
combinaçam,1
adelgaçaria,1
preciosas,1
investigaçoes,1
acceitaçaõ,1
substituidas,1
uzem,1
frequentados,1
representadas,1
amanhece,1
dança,1
temporado,1
perseguia,1
falsificadas,1
cata-que-farás,1
1731,1
usurpar,1
appareceram,1
publicacam,1
viciosa,1
arboreas,1
reunindo,1
evitasse,1
sésta,1
tossigosos,1
perfumes,1
consentisse,1
cobrisse,1
impediria,1
constiparia,1
dissertaçoens,1
emsting,1
ordenada,1
vil,1
lastimo,1
obro,1
prenda,1
airoso,1
polido,1
prezentalo,1
circumstantes,1
offerecida,1
promovida,1
preciosos,1
estudados,1
servem-nos,1
aversão,1
preservarse,1
lisonjear,1
conversar,1
desperdição,1
revolver,1
guarismo,1
ditinguir,1
coitsjaa,1
meche-se,1
tira-se,1
apparelho,1
625,1
am,1
guardaõ-no,1
còraõ,1
discriçaõ,1
affectar,1
inesperada,1
attonita,1
ferreas,1
usavaõ,1
merenda,1
passear,1
rancho,1
logro,1
galante,1
lembra-me,1
attribuia,1
schort,1
verona,1
desprezados,1
emendallos,1
abusos,1
barrelier,1
johren,1
petit,1
reparão,1
indagação,1
incansaveis,1
injustiça,1
exclama,1
contradizem,1
oppilaõ,1
benzoarticos,1
ptifanas,1
preguiçosos,1
francfort,1
bergen,1
evitado,1
tossigosa,1
perfumar,1
sabbati,1
elvebemes,1
liridêm,1
ripa,1
caparosa,1
lançamos,1
azular,1
dissolvida,1
centesima,1
chamam,1
regressos,1
nutriçam,1
tornando-a,1
fevillé,1
alistaram,1
pondo-as,1
representado,1
comprou,1
perito,1
moleculas,1
coucentrar,1
desiocaçaõ,1
dós,1
arrebaldes,1
habitaraõ,1
intelligentes,1
ingrediente,1
cuidarmos,1
defenderme,1
expirasse,1
resultado,1
assemelhavaõ-se,1
beberaõ,1
organizados,1
vegetabilia,1
fisicamente,1
sequei,1
infiuencia,1
hippocratica,1
preze,1
sequaz,1
nissole,1
marchand,1
falugi,1
tença,1
descobriram,1
effussaõ,1
pensàr,1
comarca,1
rolos,1
moeda,1
fevres,1
bombardeira,1
cento,1
morbosas,1
convalescida,1
enfermando,1
participava,1
mostràraõ,1
diamantinas,1
dotada,1
indagaçoẽs,1
tiothé,1
pezava,1
volumoso,1
inatividade,1
embotamento,1
quadrpedes,1
extremas,1
crecem,1
animais,1
culi,1
ancai,1
taoquyon,1
moji,1
dãnos,1
algu͂s,1
insinua,1
pensam,1
reservado,1
necesse,1
ferat,1
secum,1
microscopium,1
cuique,1
expectatorem,1
convalescenças,1
retardaõ,1
evecuaçaõ,1
pertenciam,1
rejeitadas,1
usarmos,1
descorados,1
bombardeiro,1
persuadiose,1
largava,1
laxidão,1
escaldavão,1
pacco,1
bacco,1
linquisam,1
bonfo,1
comprehendida,1
patologia,1
madeiras,1
emprega,1
sumlo,1
derreteo,1
largarem,1
indespensavel,1
sollicitum,1
attentum,1
proponere,1
ejusmodi,1
oportet,1
inducere,1
difficultate,1
taedio,1
absque,1
cognitionem,1
tyrones,1
emmagreciaõ,1
depoz,1
restaurou,1
senhoreado,1
quebrantada,1
excandescia,1
enfadava,1
persuadia,1
camo,1
cafilas,1
massos,1
enrolladas,1
amarelladas,1
amarellada,1
sutyan,1
saatyan,1
suchuen,1
sanglo,1
singlo,1
caribdis,1
requirunt,1
trincavello,1
dissimas,1
lembraraõme,1
perseveràrão,1
gobé,1
hysonutchin,1
trousse,1
hiquion,1
hytian,1
augmentadas,1
descalços,1
servos,1
aceados,1
bambû,1
chapeletas,1
descorada,1
cuilibet,1
aceadas,1
conicos,1
cisco,1
peneira,1
cêstas,1
expondo-as,1
infirmidades,1
continuaõ-na,1
manifestae,1
sint,1
obviae,1
notae,1
olhar,1
excellenteque,1
darlhas,1
fomentavaõ,1
fumigando,1
despedia,1
julgadas,1
observassem,1
destinguidos,1
convinham,1
definio,1
arda,1
quartãa,1
dalla,1
praecipuus,1
usus,1
cùm,1
observabiles,1
facile,1
uterianas,1
ateadorias,1
irreparavel,1
denotavaõ,1
cozinhas,1
laboratorios,1
fileira,1
cumes,1
dobrarem,1
ribeiros,1
curvarem,1
tranqueiras,1
palanques,1
armarem,1
varedas,1
montuosos,1
estudárão,1
perfeição,1
darnos,1
toscas,1
enrolamento,1
enrolarem,1
penetrou,1
serodea,1
temporaan,1
colhelas,1
perjuizo,1
fresta,1
tectos,1
dependurar,1
barris,1
loiça,1
porcellana,1
privarem,1
tiralo,1
baratas,1
caldeiras,1
materies,1
alburnum,1
liber,1
produççoẽs,1
tirandoas,1
hecticas,1
saibão,1
áamittir,1
gêneros,1
conformou,1
turbou,1
transmutar,1
conservaria,1
enrolalas,1
enroladores,1
abano,1
pá,1
manejar,1
aquecido,1
operario,1
consideraçam,1
conciso,1
sábios,1
concluio,1
munificencia,1
avaliem,1
alheas,1
reunindolhe,1
wedel,1
salvinas,1
obstrucçoẽs,1
fendem,1
experientes,1
caihaõ,1
boccas,1
modidades,1
regulamentos,1
emprenhei,1
orna,1
pitton,1
tambent,1
resumido,1
destruidos,1
salvina,1
adoce,1
espremaõ,1
edificios,1
amago,1
annolii,1
annuli,1
concentrici,1
circuli,1
data,1
p.21,1
sinceramento,1
lavem,1
prepararaõ,1
ruppio,1
relaçam,1
gemeinhart,1
heucher,1
welsch,1
koenig,1
despique,1
atiraõ,1
enfurecidos,1
despenhadeiros,1
proprietarios,1
abonadas,1
alviçaras,1
recebo,1
resecadas,1
comunicasse,1
ceava,1
jantava,1
calamidades,1
authora,1
natuares,1
tendeiros,1
négociantes,1
tutsjáa,1
separaõ-nas,1
chorume,1
agoadilha,1
sapacea,1
vascular,1
pleno,1
comitiva,1
enfadosa,1
kramer,1
hecher,1
617,1
compra,1
mercalo,1
luvas,1
absterse,1
começarem,1
fosso,1
comèra,1
fruita,1
retrocedida,1
resentio,1
melões,1
melancias,1
infausta,1
profusos,1
diminuidos,1
volteadas,1
serrada,1
miaco,1
extremo,1
sapa,1
saqui,1
taque,1
outraz,1
defumados,1
pãnos,1
quirino,1
zumbach,1
2j,1
numeriosa,1
escolta,1
superintendente,1
escusa,1
disconveniencia,1
viatico,1
santissimo,1
brotado,1
espessos,1
caneiras,1
cruzaõ-se,1
equinoxio,1
meado,1
oortelãa,1
carminativas,1
composesse,1
estranha,1
contente,1
correspondeu,1
meteorologicas,1
upton,1
fothergill,1
crescessem,1
gordon,1
mile-end,1
kew,1
florecesse,1
perecido,1
nanquim,1
circumvezinhos,1
combatida,1
taõmortaes,1
tomandolhe,1
taõatormentada,1
facilitava,1
aceitando,1
poisque,1
cultivala,1
guarnecer,1
tracheœ,1
lunatus,1
çarthamus,1
limitaõ,1
prover,1
saxonia,1
halla,1
tabellas,1
judiciosas,1
admittiram,1
manchêas,1
assalariados,1
baixando,1
fechadoaffirma,1
supprisse,1
aerto,1
sangrarsse,1
persuadiaõ,1
dispendio,1
fazellas,1
retrocedessem,1
moveose,1
rival,1
emendas,1
correcçam,1
martin,1
respíraçaõ,1
explicada,1
adquirirem,1
provê,1
rasgando,1
vegetas,1
calibre,1
té,1
fidedignos,1
compensados,1
donos,1
saffra,1
cortaõ-lhe,1
estercaõ,1
mondar,1
introduzem-nas,1
tiraõ-nas,1
alterarem,1
provisão,1
contrabando,1
reputaçaõ,1
gozava,1
brandeburgo,1
eleytor,1
mór,1
bontelkoe,1
zelosamente,1
pedindo-o,1
lhez,1
idiotas,1
supina,1
prevalecido,1
estudada,1
esforçou,1
roberto,1
criticos,1
phytoscopica,1
izagoge,1
dogmatico,1
medicou,1
bontekoe,1
preface,1
introductory,1
shors,1
gallon,1
esponjozos,1
theologo,1
bobart,1
censurado,1
menstruada,1
dinheiros,1
trousseraõ,1
compraraõ,1
ossory,1
arlington,1
lords,1
abserva,1
hannay,1
hollandeza,1
introduzir-se,1
desertas,1
tresborde,1
permitida,1
offenderà,1
aproveitarà,1
escossez,1
serenàraõ,1
nomearia,1
liquores,1
sertaõ,1
imparcial,1
propulsio,1
usassemos,1
ficariamos,1
circumstarcias,1
volga,1
permittiram,1
calamitozos,1
allemam,1
joaquim,1
estabelecesse,1
andarà,1
traductor,1
314,1
north,1
travels,1
salobra,1
correctivo,1
concluir,1
siam,1
astutos,1
circumspecçaõ,1
aigumas,1
alcançasse,1
fizlhe,1
presuppor,1
rogaraõ,1
alborotados,1
embutidos,1
astutamente,1
tendo-a,1
comprei,1
vasculares,1
reviramos,1
arrancamos,1
jogo,1
diaalternados,1
melindroso,1
enteresses,1
thomar,1
mauricias,1
occasião,1
vascolejando,1
ertas,1
areis,1
virdes,1
espirrar,1
chegando-a,1
moando,1
conhecereis,1
pezandoestas,1
telhadas,1
raspe,1
ultramarinos,1
estabeleceram,1
inspectores,1
instituidos,1
ployanthea,1
circumspecto,1
murchar-se,1
fraudulentas,1
adjunta,1
geoffr,1
scheuchzer,1
amoenit,1
breynio,1
plukenet,1
boncio,1
haffniensias,1
acta,1
dictionary,1
botanical,1
maravilhosissimo,1
fervisse,1
ferrareis,1
olo,1
offereciam,1
averiguada,1
enferminades,1
occaional,1
affentada,1
podeleo,1
chamandome,1
consevar,1
obrigagavaõ,1
isofriveis,1
desprezarem-nos,1
darão,1
defumada,1
jozé,1
leipsique,1
enfaxando,1
bolonha,1
padua,1
naturelle,1
d'histoire,1
dictionnaire,1
bomare,1
in-12,1
kirkpatrick,1
persons,1
sedentary,1
litterary,1
incidental,1
diseases,1
letters,1
farmer,1
young,1
experim,1
hart,1
hanway,1
linnaei,1
anonymous,1
considered,1
effets,1
bad,1
good,1
posthume,1
quealquer,1
emedios,1
efficientes,1
fundaraõ-se,1
1547,1
medicis,1
protesto,1
valeria,1
indesculpavel,1
obstinarse,1
aversam,1
valendo-se,1
toleravel,1
predominou,1
desmayava,1
azía,1
estomaggo,1
provedor,1
certisssima,1
chocos,1
nidorosos,1
medical,1
collection,1
astley,1
encyclopaedia,1
chambers,1
leips,1
wein,1
und,1
bier,1
vom,1
politique,1
chronologique,1
historique,1
générale,1
description,1
pluche,1
intimado,1
destribuindo-as,1
hortelãa,1
prumeiro,1
missturandolhe,1
sarão,1
peyoraõ,1
algúas,1
obediencia,1
susstentaõ,1
ameiejoada,1
butanica,1
chronologica,1
apontou,1
escolheo,1
resolveu,1
ouvrage,1
trouxeste,1
engulisse,1
jonston,1
lauremberg,1
mereceram,1
l'abbé,1
harding,1
travellers,1
mahommedan,1
two,1
accounts,1
ancient,1
mason,1
upon,1
dissertation,1
iles,1
recommandaveis,1
confuso,1
labyrinthi,1
append,1
hystory,1
transactions,1
philosophical,1
blount,1
nutremse,1
taobem,1
pope,1
sir,1
1683,1
treatise,1
peyorar,1
tambaca,1
terçãas,1
chamberlain,1
decoct,1
stegmamn,1
ambros,1
riedlinus,1
intrinseco,1
motor,1
esgota,1
crugérus,1
desvanecimento,1
vestirem,1
despir,1
trada,1
suissos,1
irmaons,1
fabio,1
difficillimo,1
concerto,1
descompoem,1
subidos,1
erysipèlas,1
dan,1
cleyerus,1
andr,1
decur,1
apinus,1
throug,1
suggerio,1
plausiveis,1
emendando-os,1
quartãas,1
oliv,1
stats-garten,1
lust-una,1
ischer,1
sines,1
auch,1
aljofres,1
martís,1
hypocondriaco,1
occon,1
zwinger,1
avistou,1
absorber,1
ficon,1
desapparecéraõ,1
engala,1
raibarbo,1
diarrheas,1
guasaco,1
aguadas,1
spasmodicas,1
convulssões,1
illustrata,1
chin,1
kircher,1
athanas,1
p.226,1
sina,1
taising,1
keizerryts,1
beschryvinge,1
dappers,1
tertia,1
obrigue,1
nosco,1
penosos,1
fatigar,1
zeloso,1
obdecem,1
contentemse,1
envileço,1
applição,1
devassidaõ,1
benignidade,1
fingulares,1
guardo,1
premios,1
infallivelmete,1
classicas,1
soubermos,1
wie,1
west-indischer,1
ost-und,1
franciss,1
erasmi,1
i22,1
keizer,1
den,1
gezantschap,1
nieuzofs,1
joann,1
epistol,1
leyl,1
wilhelm,1
presumimos,1
gota,1
imaginamos,1
proteo,1
transforma,1
occultem,1
rebuço,1
obececèraõ,1
sú,1
gonorrbea,1
desprezàraõ,1
bumas,1
conrado,1
aggregar,1
reputada,1
difficilimo,1
quant,1
divisuens,1
conjunctamente,1
ridiculo,1
falsidades,1
offensiva,1
secundâ,1
botanicum,1
strasburg,1
herbae,1
pág,1
explicat,1
denominatarum,1
aliisque,1
arabibus,1
imprimindose,1
in-4º,1
pedidos,1
consolidantes,1
bebibas,1
cephalicos,1
astros,1
considerando-os,1
phytognomica,1
signaturas,1
entendamos,1
dominaõ,1
vimos,1
postulancias,1
pallidezes,1
magrazas,1
eftillicidios,1
sesa,1
eradicar,1
officinis,1
obscurius,1
aliquot,1
joncquet,1
dionysii,1
wormii,1
olai,1
39,1
reisebeschreibung,1
morgenlandische,1
mandelslo,1
von,1
albert,1
joan,1
juoqu,1
l'année,1
usso,1
baldadamente,1
ttemperar,1
pararevellir,1
vulverarias,1
pas,1
passeo,1
alphabetica,1
classicos,1
mereceria,1
innmeraveis,1
sobrivieraõ,1
diant,1
permittida,1
supporem,1
tomam,1
cipò,1
agna,1
hamburg,1
599,1
reise-beschreibung,1
persianische,1
olearii,1
leidae,1
380,1
tulpii,1
jésuites,1
édifiantes,1
curieuses,1
l'an,1
cozeràõ,1
recheará,1
fosssem,1
mui-to,1
lugare,1
permisto,1
poucomisturado,1
ssómente,1
queixouse,1
enganarem,1
subditos,1
prelados,1
escravos,1
supprimido,1
contumaz,1
faram,1
missions,1
divers,1
sommaire,1
vidrado,1
temprar,1
tornallo,1
accepçam,1
cuidaram,1
zaluziano,1
dalechampio,1
lobel,1
dodoneo,1
lonicero,1
louvadissimas,1
receito,1
coara,1
conse,1
correspondessem,1
durassem,1
mandei.bebesse,1
depuis,1
rome,1
retour,1
son,1
avec,1
l'orient,1
royaumes,1
autres,1
jésus,1
compagnie,1
rhodes,1
apostoliques,1
applicandolho,1
fallencias,1
sot,1
humbres,1
destributivo,1
bock,1
fizeram-se,1
cuba,1
cuidou-se,1
descobrindo,1
hiam,1
desafiada,1
exasperada,1
aquentavaõ,1
adelgaçavaõ,1
balauscias,1
linscot,1
chinae,1
regno,1
trigaut,1
fermo,1
constare,1
assentar,1
porfia,1
bebendo-os,1
auxiliar,1
exigindo,1
suppunham,1
comparaçam,1
requerendo,1
fazendo-os,1
sucoessivos,1
subsistir,1
impirico,1
decorado,1
dezejavam,1
supprimira,1
sabedores,1
rhod,1
alex,1
univers,1
japoniae,1
regni,1
descriptione,1
varen,1
bernhard,1
p.35,1
insulâ,1
almeyd,1
tirevaõ,1
lobelhe,1
erysimo,1
decantadissimo,1
alcacuz,1
alfenim,1
oitos,1
collirios,1
nevoas,1
conheceràõ,1
revellindo-o,1
valerosamente,1
benecta,1
indispensavel,1
bastavam,1
commentador,1
mudado,1
desculpar,1
suppunhaõ,1
impiricamente,1
relat,1
frois,1
alois,1
exped,1
christian,1
ric,1
matth,1
jarric,1
select,1
opere,1
eod,1
323,1
tr,1
cynofloso,1
didal,1
242,1
indicarum,1
rerum,1
maffeus,1
johann,1
1678,1
cognitarum,1
aliarumque,1
exoticorum,1
gedanensis,1
differia,1
unicamente,1
pflangzensyst,1
grune,1
351,1
blackm,1
sinensis,1
enneapetalis,1
pflanzensyst,1
theebou,1
oder,1
braune,1
alm,1
pluk,1
entenderao,1
atrribuiraõ,1
homés,1
prunelle,1
messes,1
roseo,1
affinis,1
evonymo,1
pin,1
cháa,1
bocc,1
ic,1
sinensium,1
salivares,1
circulada,1
pertençaõ,1
notando-o,1
decifrado,1
censurarei,1
cresseraõ,1
bont,1
act,1
bart,1
kaempf,1
reconheçaõ,1
feijoeiros,1
injecções,1
blackw,1
136,1
204,1
offerecerem,1
rigurosamente,1
atandose,1
decima,1
verificada,1
melhora,1
cliff,1
hort,1
hexapetalis,1
curante,1
589,1
citarei,1
publicaraõ,1
direcçoens,1
plantada,1
apozema,1
escabriola,1
receitaraõ,1
gallicos,1
seirrhosos,1
barr,1
jav,1
antipathias,1
presumpções,1
razonaveis,1
succedessem,1
erradas,1
hospedar,1
bandeiras,1
militado,1
respeitasse,1
figaldo,1
admiràraõse,1
adimiraraõse,1
turquesca,1
sobredictas,1
intendendo,1
farrago,1
recebera,1
607,1
entalhe,1
flauta,1
residir,1
exhala,1
pronunciaçaõ,1
théh,1
tricellular,1
tricócca,1
desvariaõ,1
examinaõ,1
sion,1
floreceo,1
adunarse,1
globoso-trigono,1
ekberg,1
circulaveis,1
sudorificas,1
gue,1
arrancarem,1
penosissimas,1
importuna,1
enjoamento,1
premetados,1
melhorava,1
subterfugio,1
